KO01	KO02	KO03	WT01	WT02	WT03
LY86!ENSG00000112799.8	3641	3233	2399	2734	3016	3893
PRSS16!ENSG00000112812.15	0	0	0	0	0	1
MEP1A!ENSG00000112818.9	0	0	0	1	0	0
TBX18!ENSG00000112837.16	0	0	0	0	0	0
ERBB2IP!ENSG00000112851.14	11575	9027	6861	8894	9540	8512
PCDHB2!ENSG00000112852.6	69	65	33	46	59	54
HARS2!ENSG00000112855.14	1025	828	485	825	882	942
NUDT12!ENSG00000112874.9	0	0	0	0	0	0
CEP72!ENSG00000112877.7	519	455	403	456	468	522
MAN2A1!ENSG00000112893.9	2661	1955	1167	2571	2820	2320
SEMA5A!ENSG00000112902.11	0	2	0	0	2	0
C7!ENSG00000112936.18	0	0	0	0	0	1
PAPD7!ENSG00000112941.13	1748	1505	1183	1613	1718	1914
GHR!ENSG00000112964.13	0	0	0	0	0	0
HMGCS1!ENSG00000112972.14	8348	7990	4570	12101	14284	12041
DAP!ENSG00000112977.15	8435	7633	6387	5912	6915	7576
NME5!ENSG00000112981.4	36	22	20	26	28	32
BRD8!ENSG00000112983.17	4520	3925	2956	3393	3483	4035
KIF20A!ENSG00000112984.11	4918	4373	3505	3016	3295	3860
NNT!ENSG00000112992.16	3358	2882	1825	3881	4132	3881
MRPS30!ENSG00000112996.9	2941	2540	1941	2546	2715	3067
HSPA9!ENSG00000113013.12	36427	29599	20804	29039	31530	34203
MRPS27!ENSG00000113048.16	15073	12587	9414	11661	12854	13589
PFDN1!ENSG00000113068.9	3306	2995	2523	2108	2383	2817
HBEGF!ENSG00000113070.7	2340	2131	1716	742	789	926
SLC4A9!ENSG00000113073.14	46	51	31	21	22	19
LOX!ENSG00000113083.12	31	32	17	34	27	26
GZMK!ENSG00000113088.5	0	0	0	0	0	0
CDH9!ENSG00000113100.9	0	0	0	0	0	0
APBB3!ENSG00000113108.17	214	231	161	273	255	272
TMCO6!ENSG00000113119.12	867	826	619	681	773	907
SPARC!ENSG00000113140.10	15	17	20	15	20	17
IK!ENSG00000113141.15	6734	5727	4646	4626	5034	5841
HMGCR!ENSG00000113161.15	11400	9921	6136	12339	14055	12497
COL4A3BP!ENSG00000113163.15	3527	2846	1939	3247	3446	3319
FAF2!ENSG00000113194.12	8361	6768	5086	5892	6441	6420
HAND1!ENSG00000113196.2	0	0	0	0	0	0
PCDHB3!ENSG00000113205.5	9	12	6	8	8	0
PCDHB5!ENSG00000113209.8	11	18	9	9	8	12
PCDHB6!ENSG00000113211.5	21	19	9	6	19	12
PCDHB7!ENSG00000113212.6	5	8	5	11	11	7
PDE8B!ENSG00000113231.13	153	119	74	138	148	128
CLK4!ENSG00000113240.12	873	701	441	691	757	739
PCDHB15!ENSG00000113248.5	24	37	28	22	22	23
HAVCR1!ENSG00000113249.12	0	0	0	0	0	0
GRM6!ENSG00000113262.14	0	1	0	0	1	0
ITK!ENSG00000113263.12	8	9	3	6	7	11
RNF130!ENSG00000113269.13	62	34	50	65	73	83
THG1L!ENSG00000113272.13	2201	1867	1309	1359	1442	1699
ARSB!ENSG00000113273.15	1694	1426	1168	1446	1568	1698
CLINT1!ENSG00000113282.13	19065	15410	12053	12772	14351	13540
THBS4!ENSG00000113296.14	25	21	16	23	19	19
CNOT6!ENSG00000113300.11	4619	3497	2312	3812	4314	3776
IL12B!ENSG00000113302.4	0	0	0	0	0	0
BTNL8!ENSG00000113303.11	1	0	0	0	1	0
TTC1!ENSG00000113312.10	6523	5421	4465	4633	4995	6021
MSH3!ENSG00000113318.9	2718	2045	1309	2147	2429	2357
RASGRF2!ENSG00000113319.11	209	187	160	316	304	323
GABRG2!ENSG00000113327.14	0	0	0	0	0	0
CCNG1!ENSG00000113328.18	7097	5652	3436	7248	8083	7491
POLR3G!ENSG00000113356.10	1764	1460	748	1682	1769	1778
DROSHA!ENSG00000113360.16	3760	3185	2578	2902	3283	3700
CDH6!ENSG00000113361.12	0	0	0	1	0	0
LMNB1!ENSG00000113368.11	18713	15054	11325	13017	13927	15347
ARRDC3!ENSG00000113369.8	1097	767	481	475	546	555
GOLPH3!ENSG00000113384.13	3850	2978	1965	3357	3783	3668
SUB1!ENSG00000113387.11	1467	1014	702	1337	1418	1332
NPR3!ENSG00000113389.15	1	3	0	1	1	0
FAM172A!ENSG00000113391.16	1133	945	598	701	827	783
SLC27A6!ENSG00000113396.12	0	0	0	0	0	0
TARS!ENSG00000113407.13	6190	5093	3736	4980	5584	5973
IRX4!ENSG00000113430.9	0	0	0	0	0	0
LNPEP!ENSG00000113441.15	7643	5479	3761	5977	6847	5457
PDE4D!ENSG00000113448.16	127	123	70	118	107	89
RAD1!ENSG00000113456.18	2431	1940	1283	2016	2262	2128
BRIX1!ENSG00000113460.12	3233	2565	1747	2810	2936	3159
AGXT2!ENSG00000113492.13	0	0	0	0	0	0
PRLR!ENSG00000113494.16	0	0	0	0	0	0
SLC12A7!ENSG00000113504.20	586	578	382	328	316	329
IL4!ENSG00000113520.10	0	0	0	1	0	0
RAD50!ENSG00000113522.13	8547	6634	5306	6345	6950	6635
IL5!ENSG00000113525.9	0	0	1	0	0	0
ST8SIA4!ENSG00000113532.12	1573	1366	973	1555	1845	1542
GNPDA1!ENSG00000113552.15	624	565	388	479	531	557
PCDH12!ENSG00000113555.5	42	32	26	37	36	50
SKP1!ENSG00000113558.18	6706	5064	3007	5315	5783	6486
NUP155!ENSG00000113569.15	10486	8185	5820	7540	8231	7592
PPP2CA!ENSG00000113575.9	12451	9341	5845	8863	9454	9131
FGF1!ENSG00000113578.17	0	0	0	0	0	0
NR3C1!ENSG00000113580.14	8954	7008	4980	6594	7944	6551
C5orf15!ENSG00000113583.7	2914	2559	1871	2228	2441	2493
PPWD1!ENSG00000113593.11	3271	2541	1846	2567	2843	2833
LIFR!ENSG00000113594.9	0	0	0	1	0	0
TRIM23!ENSG00000113595.14	933	617	364	717	765	624
TRAPPC13!ENSG00000113597.17	1275	991	582	1107	1220	1102
C9!ENSG00000113600.10	1	1	0	1	1	0
SEC24A!ENSG00000113615.12	8621	6986	5521	5686	6638	5962
TXNDC15!ENSG00000113621.14	2125	1795	1243	1809	2063	2070
TTC33!ENSG00000113638.12	426	327	179	439	477	379
RARS!ENSG00000113643.8	8894	7051	4679	7238	8000	8366
WWC1!ENSG00000113645.13	3978	3484	2886	2944	3459	3775
H2AFY!ENSG00000113648.16	18787	16257	12902	13803	15532	16759
TCERG1!ENSG00000113649.11	13699	12051	9867	9514	10393	10330
DPYSL3!ENSG00000113657.12	10	7	4	5	6	6
SMAD5!ENSG00000113658.16	6603	5250	3597	4330	4735	3954
CSNK1A1!ENSG00000113712.16	7070	5754	4061	5846	6178	6330
HMGXB3!ENSG00000113716.12	8327	7583	6035	5963	6693	7002
ERGIC1!ENSG00000113719.15	5472	5198	4772	5077	5895	6820
PDGFRB!ENSG00000113721.13	0	2	1	2	2	2
CDX1!ENSG00000113722.16	0	0	0	0	0	0
ATP6V0E1!ENSG00000113732.8	2934	2359	1826	2125	2305	2734
BNIP1!ENSG00000113734.17	907	744	480	636	685	767
STC2!ENSG00000113739.10	1	0	3	0	0	0
CPEB4!ENSG00000113742.12	15227	12542	8944	9390	10299	8901
HRH2!ENSG00000113749.6	0	0	0	0	0	0
DBN1!ENSG00000113758.13	2743	2427	2138	2958	3160	4308
ZNF346!ENSG00000113761.11	1645	1508	1077	1261	1375	1473
UNC5A!ENSG00000113763.10	3	3	0	6	4	0
EHHADH!ENSG00000113790.10	541	404	274	323	356	331
CNTN3!ENSG00000113805.8	0	0	0	0	0	0
SMC4!ENSG00000113810.15	24710	18937	12100	20036	21197	22242
SELK!ENSG00000113811.10	1665	1271	832	1240	1300	1268
ACTR8!ENSG00000113812.13	3377	2610	1714	2491	2800	2599
TBCCD1!ENSG00000113838.12	3162	2519	1815	2069	2260	2193
TIMMDC1!ENSG00000113845.9	3527	2719	1883	2597	2901	3237
CRBN!ENSG00000113851.13	1677	1293	778	1326	1312	1382
KNG1!ENSG00000113889.11	0	1	1	1	1	0
HRG!ENSG00000113905.4	2	11	3	5	3	5
BCL6!ENSG00000113916.17	29565	27033	24820	20263	21885	27313
HGD!ENSG00000113924.11	8	6	7	6	5	10
CLDN16!ENSG00000113946.3	1	0	0	1	1	1
ARL6!ENSG00000113966.9	576	414	226	700	728	630
NPHP3!ENSG00000113971.18	48	44	16	71	64	66
CD86!ENSG00000114013.15	2412	2234	1561	2099	2520	2406
AMOTL2!ENSG00000114019.14	1	0	0	1	0	1
NIT2!ENSG00000114021.11	1888	1460	928	1475	1637	1617
FAM162A!ENSG00000114023.15	1540	1163	821	1261	1434	1513
OGG1!ENSG00000114026.21	2568	2488	2406	2257	2515	3033
KPNA1!ENSG00000114030.12	4724	3779	2963	3600	3875	4070
PCCB!ENSG00000114054.13	7399	6091	4232	5746	6242	6543
UBE3A!ENSG00000114062.17	13711	10912	7874	11238	12195	12537
ARMC8!ENSG00000114098.17	4349	3531	2358	3224	3537	3419
CEP70!ENSG00000114107.8	1563	1244	799	1309	1451	1330
RBP2!ENSG00000114113.6	4	2	3	0	0	2
RBP1!ENSG00000114115.9	2	1	0	2	1	0
SLC25A36!ENSG00000114120.11	8278	6599	3750	6791	7716	6651
GRK7!ENSG00000114124.2	4	2	7	1	3	4
RNF7!ENSG00000114125.13	2591	1983	1330	2027	2205	2483
TFDP2!ENSG00000114126.17	7058	5994	4761	4610	5119	4687
XRN1!ENSG00000114127.10	5566	4165	2973	4131	4584	3539
KAT2B!ENSG00000114166.7	4721	3846	2820	3446	3823	3492
BCHE!ENSG00000114200.9	4	0	0	2	6	6
SERPINI2!ENSG00000114204.14	3	1	0	6	1	4
PDCD10!ENSG00000114209.14	4758	3708	2692	4014	4325	4204
LRRC31!ENSG00000114248.9	2	2	0	13	11	9
WNT5A!ENSG00000114251.13	153	114	81	176	186	203
PFKFB4!ENSG00000114268.11	155	155	96	259	343	302
COL7A1!ENSG00000114270.15	45	33	39	59	59	51
FGF12!ENSG00000114279.13	5	6	3	1	3	1
PRKAR2A!ENSG00000114302.15	9417	7745	6485	6335	7178	7676
HES1!ENSG00000114315.3	2051	1866	1346	996	1137	1352
USP4!ENSG00000114316.12	3064	2370	1611	2310	2519	2702
ACAP2!ENSG00000114331.13	14813	10750	5782	11865	13049	10328
ECT2!ENSG00000114346.13	8307	6436	4601	5974	6180	5738
GNAT1!ENSG00000114349.9	11	6	9	6	5	9
GNAI2!ENSG00000114353.16	16591	15487	15238	12589	14391	18812
TFG!ENSG00000114354.12	8297	7360	6198	5485	6286	7486
USP9Y!ENSG00000114374.12	857	665	419	982	1087	984
HYAL1!ENSG00000114378.16	24	18	6	26	13	20
TUSC2!ENSG00000114383.9	2494	2210	1946	1817	1990	2525
NPRL2!ENSG00000114388.12	1642	1506	1095	1271	1481	1741
RPL24!ENSG00000114391.12	9682	8202	5927	8644	9735	11655
CYB561D2!ENSG00000114395.10	556	422	273	415	448	521
C3orf14!ENSG00000114405.10	467	369	217	265	357	386
FXR1!ENSG00000114416.17	14691	11625	7383	10554	11661	11695
CBLB!ENSG00000114423.18	2327	2055	1716	2031	2122	2105
BBX!ENSG00000114439.18	8414	7102	4994	6295	6945	6501
IFT57!ENSG00000114446.4	3180	2479	1878	2535	2856	3136
GNB4!ENSG00000114450.9	8599	6398	3292	7747	9279	6170
HHLA2!ENSG00000114455.13	11	7	9	4	5	4
IQCG!ENSG00000114473.13	673	516	370	483	520	478
GBE1!ENSG00000114480.12	2403	1831	1115	2864	3001	2907
MORC1!ENSG00000114487.9	10	10	6	9	6	0
UMPS!ENSG00000114491.13	4075	3275	2307	2886	3213	3349
NCBP2!ENSG00000114503.10	5695	4453	2815	4139	4472	4333
SNX4!ENSG00000114520.10	2515	1858	1043	2407	2648	2476
C3orf52!ENSG00000114529.12	621	538	387	487	577	501
FRMD4B!ENSG00000114541.14	0	0	0	0	0	0
SLC41A3!ENSG00000114544.15	1228	1140	779	922	902	1022
ROPN1B!ENSG00000114547.9	2	7	4	1	6	0
PLXNA1!ENSG00000114554.11	2898	2707	2298	2165	2317	2453
ATP6V1A!ENSG00000114573.9	13838	10120	5317	10138	11476	9054
ABTB1!ENSG00000114626.17	359	321	238	235	271	292
PODXL2!ENSG00000114631.10	993	964	842	1042	1260	1462
UPK1B!ENSG00000114638.7	0	0	0	0	0	0
CSPG5!ENSG00000114646.9	28	31	28	21	28	34
KLHL18!ENSG00000114648.11	3125	2709	2040	2627	2995	3048
SCAP!ENSG00000114650.18	6507	5995	5329	5466	5963	7536
EFCC1!ENSG00000114654.7	2	4	2	4	1	5
KIAA1257!ENSG00000114656.10	5	8	9	7	10	7
NEK11!ENSG00000114670.13	190	126	90	110	119	102
MRPL3!ENSG00000114686.8	12871	10806	8102	9616	10604	12395
PLSCR4!ENSG00000114698.14	2	0	2	0	1	0
HEMK1!ENSG00000114735.9	700	632	459	584	640	663
CISH!ENSG00000114737.15	8	3	6	3	9	6
MAPKAPK3!ENSG00000114738.10	2697	2368	2069	2355	2622	2927
ACVR2B!ENSG00000114739.13	579	495	419	427	440	382
WDR48!ENSG00000114742.13	5447	4527	2948	4111	4566	4232
COMMD2!ENSG00000114744.8	4489	3681	2260	3278	3574	3489
GORASP1!ENSG00000114745.13	1297	1196	957	1101	1251	1327
PEX5L!ENSG00000114757.18	139	82	73	119	121	67
RRP9!ENSG00000114767.6	2204	1979	1534	1636	1741	2422
ABCC5!ENSG00000114770.16	3078	2429	1807	2473	2563	2623
AADAC!ENSG00000114771.13	0	0	0	0	0	0
ABHD14B!ENSG00000114779.19	2955	2814	2943	2464	2741	3374
EIF1B!ENSG00000114784.3	2668	2196	1580	2073	2281	2456
ABHD14A-ACY1!ENSG00000114786.15	2	2	1	2	1	2
ARHGEF26!ENSG00000114790.12	53	58	48	67	66	97
KLHL24!ENSG00000114796.15	4716	3655	2118	3541	4027	3017
PLCH1!ENSG00000114805.16	21	14	10	12	9	10
VIPR1!ENSG00000114812.12	8	2	6	2	3	8
DNAH1!ENSG00000114841.17	199	147	117	151	171	168
SSR3!ENSG00000114850.6	16085	12952	8647	13166	15159	14484
ZBTB47!ENSG00000114853.13	13	19	13	15	26	27
TNNC1!ENSG00000114854.7	7	6	5	7	11	6
NKTR!ENSG00000114857.17	6729	5518	3632	5808	5916	5585
CLCN2!ENSG00000114859.14	156	138	115	161	227	219
FOXP1!ENSG00000114861.18	13592	12481	10615	8690	9960	9976
EIF4G1!ENSG00000114867.19	92549	81150	70256	60173	68505	76909
SPCS1!ENSG00000114902.13	7661	6407	4518	5701	6341	7089
NEK4!ENSG00000114904.12	3334	2689	1844	2599	2804	2751
SLC4A3!ENSG00000114923.16	9	4	0	0	2	2
INO80D!ENSG00000114933.15	2640	2040	1541	2068	2216	1836
EEF1B2!ENSG00000114942.13	7353	6770	5154	6199	7158	8447
ADAM23!ENSG00000114948.12	0	0	2	0	1	2
DGUOK!ENSG00000114956.19	2865	2209	1900	1883	2105	2482
MOB1A!ENSG00000114978.17	22418	17757	11841	16309	18371	16045
KANSL3!ENSG00000114982.17	5922	4952	3936	3962	4504	4551
LMAN2L!ENSG00000114988.11	1040	923	584	753	861	923
RTKN!ENSG00000114993.15	35	37	28	52	45	55
TTL!ENSG00000114999.7	1749	1443	1055	1422	1554	1490
IL1A!ENSG00000115008.5	2	4	1	0	2	0
CCL20!ENSG00000115009.11	0	0	0	0	0	0
PIKFYVE!ENSG00000115020.16	6267	4908	3120	5801	6442	5309
KCNIP3!ENSG00000115041.12	0	0	0	0	1	0
FAHD2A!ENSG00000115042.9	489	383	338	407	470	532
NCL!ENSG00000115053.15	59870	51022	41360	48347	51768	58884
ACTR1B!ENSG00000115073.7	1878	1728	1078	1770	1969	1953
SLC35F5!ENSG00000115084.12	1210	833	567	1063	1220	829
ZAP70!ENSG00000115085.13	6	5	6	4	8	7
ACTR3!ENSG00000115091.11	18352	14472	10105	13933	15592	15443
STEAP3!ENSG00000115107.19	5	4	6	3	5	6
EPB41L5!ENSG00000115109.13	464	357	231	356	460	376
TFCP2L1!ENSG00000115112.7	1	1	1	0	0	0
SF3B6!ENSG00000115128.6	4980	3699	2850	3677	3929	4346
TP53I3!ENSG00000115129.13	141	145	98	162	175	184
DNAJC27!ENSG00000115137.11	318	284	155	281	311	279
POMC!ENSG00000115138.10	62	41	41	59	56	51
STAM2!ENSG00000115145.9	1291	1047	675	991	1026	983
OTOF!ENSG00000115155.16	0	0	0	0	1	1
GPD2!ENSG00000115159.15	1264	869	645	713	833	710
CENPA!ENSG00000115163.14	2183	1891	1268	1265	1404	1685
CYTIP!ENSG00000115165.9	1837	1488	1091	1184	1342	1404
ACVR1!ENSG00000115170.13	91	56	58	86	84	103
TANC1!ENSG00000115183.13	1	3	1	3	1	0
SLC30A3!ENSG00000115194.10	19	17	17	13	14	21
MPV17!ENSG00000115204.14	3735	3554	3450	2701	3271	3861
GTF3C2!ENSG00000115207.13	7941	7092	6019	5538	6234	7016
EIF2B4!ENSG00000115211.15	2369	2040	1690	1771	1919	2308
NRBP1!ENSG00000115216.13	3356	2907	2293	2782	2965	3734
ITGB6!ENSG00000115221.10	0	1	0	0	0	0
FNDC4!ENSG00000115226.9	2	0	0	0	0	0
ITGA4!ENSG00000115232.13	1800	1364	982	1813	1910	1628
PSMD14!ENSG00000115233.11	5574	3962	2756	4750	4927	4982
SNX17!ENSG00000115234.10	5545	4630	3668	4216	4688	5211
ASB3!ENSG00000115239.21	101	68	54	73	66	69
PPM1G!ENSG00000115241.10	20115	17335	13620	14679	16315	19000
PDE1A!ENSG00000115252.18	17	9	9	7	10	2
REEP6!ENSG00000115255.10	159	141	139	112	153	177
PCSK4!ENSG00000115257.15	29	30	32	45	73	70
GCG!ENSG00000115263.14	0	0	0	0	0	0
APC2!ENSG00000115266.11	326	313	264	284	343	342
IFIH1!ENSG00000115267.5	1394	1078	833	1389	1373	1383
RPS15!ENSG00000115268.9	16388	16452	15333	9771	11301	18049
GCA!ENSG00000115271.10	391	320	178	315	383	317
INO80B!ENSG00000115274.14	117	125	112	57	95	149
MOGS!ENSG00000115275.11	3502	3415	2845	2796	3037	3649
TTC31!ENSG00000115282.19	1077	1020	729	866	936	990
NDUFS7!ENSG00000115286.19	2476	2301	2119	1833	2092	2692
PCGF1!ENSG00000115289.12	452	421	355	358	368	487
GRB14!ENSG00000115290.9	8	2	2	6	7	8
CLIP4!ENSG00000115295.19	128	106	63	120	152	100
TLX2!ENSG00000115297.10	4	2	1	1	3	2
SPTBN1!ENSG00000115306.15	43321	36697	31778	27838	32017	30505
AUP1!ENSG00000115307.16	6088	5826	4857	4393	4885	5868
RTN4!ENSG00000115310.17	10834	9547	7181	9657	10373	12209
HTRA2!ENSG00000115317.11	1010	887	627	739	760	964
LOXL3!ENSG00000115318.11	15	9	7	13	17	5
DOK1!ENSG00000115325.13	580	506	376	381	407	523
GALNT3!ENSG00000115339.13	57	53	46	50	75	54
POLE4!ENSG00000115350.11	925	749	554	736	776	1038
TACR1!ENSG00000115353.10	2	0	0	1	1	0
CCDC88A!ENSG00000115355.15	7098	5622	4195	6959	7108	6847
ACADL!ENSG00000115361.7	5	0	0	0	0	1
EVA1A!ENSG00000115363.13	0	3	4	0	0	1
MRPL19!ENSG00000115364.13	2954	2150	1440	2089	2414	2111
LANCL1!ENSG00000115365.11	2858	2195	1252	2935	3178	2497
WDR75!ENSG00000115368.9	7028	6072	4578	5588	6088	6553
EFEMP1!ENSG00000115380.19	0	0	1	0	0	0
REG1A!ENSG00000115386.5	0	0	0	0	0	0
FANCL!ENSG00000115392.11	741	528	315	522	565	518
FN1!ENSG00000115414.18	243	195	150	302	384	203
STAT1!ENSG00000115415.18	5882	4641	3098	5217	5612	5343
GLS!ENSG00000115419.12	11375	8231	3547	9354	10204	8098
PAPOLG!ENSG00000115421.12	2050	1759	1244	1362	1469	1469
DNAH6!ENSG00000115423.18	83	46	32	31	37	48
PECR!ENSG00000115425.13	33	25	26	38	66	40
UNC50!ENSG00000115446.11	900	706	480	740	799	780
IGFBP2!ENSG00000115457.9	1	3	2	1	0	1
ELMOD3!ENSG00000115459.17	480	396	304	391	439	497
IGFBP5!ENSG00000115461.4	0	0	1	0	0	0
USP34!ENSG00000115464.14	24559	17831	13749	20674	22229	18422
EFHD1!ENSG00000115468.11	3	0	0	0	1	0
KCNJ13!ENSG00000115474.6	2	5	3	3	2	0
CCT4!ENSG00000115484.14	25948	21642	15826	17381	19755	22644
GGCX!ENSG00000115486.11	1455	1160	908	1001	1100	1095
NEU2!ENSG00000115488.3	0	0	0	0	0	0
EHBP1!ENSG00000115504.14	1807	1443	998	1314	1523	1378
OTX1!ENSG00000115507.9	158	120	141	117	133	152
TXNDC9!ENSG00000115514.11	892	726	323	732	846	745
COQ10B!ENSG00000115520.8	1546	1205	773	1247	1247	1251
GNLY!ENSG00000115523.16	0	1	0	0	1	0
SF3B1!ENSG00000115524.15	35577	28260	20442	24815	26541	25529
ST3GAL5!ENSG00000115525.16	274	243	138	243	305	238
CHST10!ENSG00000115526.10	1340	1176	897	952	1099	1195
PDCL3!ENSG00000115539.13	563	379	331	455	501	618
MOB4!ENSG00000115540.14	971	791	423	633	690	657
HSPE1!ENSG00000115541.10	745	511	338	572	607	582
KDM3A!ENSG00000115548.16	3958	2987	2156	2547	2747	2705
PLCD4!ENSG00000115556.13	585	538	515	422	437	451
CHMP3!ENSG00000115561.15	1354	1163	830	957	1069	1170
ZNF142!ENSG00000115568.15	5807	5281	5323	3825	4481	4917
IL1R2!ENSG00000115590.13	0	0	0	0	0	0
PRKAG3!ENSG00000115592.11	1	1	1	1	0	0
SMYD1!ENSG00000115593.14	0	0	0	0	0	0
IL1R1!ENSG00000115594.11	0	0	0	0	0	0
WNT6!ENSG00000115596.3	180	160	120	160	171	235
IL1RL2!ENSG00000115598.9	0	0	0	0	0	0
IL1RL1!ENSG00000115602.16	0	0	0	0	0	0
IL18R1!ENSG00000115604.10	1	0	1	0	1	3
IL18RAP!ENSG00000115607.9	0	0	0	0	0	0
SLC9A2!ENSG00000115616.2	3	0	3	3	0	1
FHL2!ENSG00000115641.18	11	9	5	13	11	5
MLPH!ENSG00000115648.13	0	1	0	0	0	0
CNPPD1!ENSG00000115649.15	3471	3294	2737	2734	3215	3645
UXS1!ENSG00000115652.14	397	315	240	283	278	328
ABCB6!ENSG00000115657.12	202	154	128	137	130	142
STK16!ENSG00000115661.13	1114	958	712	841	963	1123
SLC5A7!ENSG00000115665.8	0	0	0	0	0	0
HDLBP!ENSG00000115677.16	24475	20062	16417	17577	19593	22025
PPP1R7!ENSG00000115685.14	3093	2561	2076	2473	2706	3182
PASK!ENSG00000115687.13	3263	2885	1798	2589	2873	2749
STK25!ENSG00000115694.14	1914	1719	1398	2094	2128	2630
TPO!ENSG00000115705.20	0	0	0	0	1	0
PROC!ENSG00000115718.17	4	5	8	4	4	7
ID2!ENSG00000115738.9	7122	5889	4073	3549	3782	4047
TAF1B!ENSG00000115750.16	1630	1344	807	1315	1451	1253
HPCAL1!ENSG00000115756.12	1475	1498	1253	988	1159	1327
ODC1!ENSG00000115758.12	39724	32551	23044	26629	29225	32086
BIRC6!ENSG00000115760.13	10083	7772	6652	6302	7503	5973
NOL10!ENSG00000115761.15	2999	2380	1719	1974	2178	2250
PLEKHB2!ENSG00000115762.16	4205	3274	2110	3054	3337	3321
GORASP2!ENSG00000115806.12	7909	7397	7266	5516	6456	7833
STRN!ENSG00000115808.11	4490	3538	2619	3286	3856	3340
CEBPZ!ENSG00000115816.13	7424	5722	3968	5216	5909	5451
PRKD3!ENSG00000115825.9	21541	16691	11043	13627	15315	13172
DCAF17!ENSG00000115827.13	1307	1092	722	1148	1236	1084
QPCT!ENSG00000115828.15	4685	4018	2982	2542	2889	3069
RAB3GAP1!ENSG00000115839.17	3716	2943	2062	2830	3105	3176
SLC25A12!ENSG00000115840.13	1820	1456	1018	1485	1729	1830
RMDN2!ENSG00000115841.19	160	167	98	134	136	146
DLX2!ENSG00000115844.10	51	36	45	47	57	61
LCT!ENSG00000115850.9	12	15	7	7	9	5
DARS!ENSG00000115866.10	3776	2860	1925	3164	3568	3109
SRSF7!ENSG00000115875.18	10848	8787	6018	7884	8017	8891
SDC1!ENSG00000115884.10	101	91	86	131	141	144
PLCL1!ENSG00000115896.15	8	3	4	7	2	5
SLC1A4!ENSG00000115902.10	22915	19694	15366	15102	17591	18144
SOS1!ENSG00000115904.12	3798	3161	2695	2805	3075	3042
KYNU!ENSG00000115919.14	258	181	138	222	290	247
WIPF1!ENSG00000115935.16	22927	20464	19099	17837	19914	20723
ORC2!ENSG00000115942.8	6932	5375	3898	4988	5519	5302
COX7A2L!ENSG00000115944.14	4037	3336	2399	3123	3600	3756
PNO1!ENSG00000115946.7	1930	1543	987	1354	1479	1570
ORC4!ENSG00000115947.13	1016	774	450	865	903	885
PLEK!ENSG00000115956.9	13753	12036	8853	8811	10109	9973
RND3!ENSG00000115963.13	0	0	1	0	0	0
ATF2!ENSG00000115966.16	4608	4062	3152	3457	3956	3691
THADA!ENSG00000115970.18	4334	3510	2443	2758	3172	3165
AAK1!ENSG00000115977.18	1831	1601	1417	1254	1433	1318
TRAK2!ENSG00000115993.11	3170	2479	2020	2405	2715	2523
C2orf42!ENSG00000115998.7	626	609	460	466	528	641
TIA1!ENSG00000116001.15	2918	2255	1119	2312	2574	2124
PCYOX1!ENSG00000116005.11	1527	1267	884	1469	1750	1518
KISS1R!ENSG00000116014.9	18	14	12	15	23	27
EPAS1!ENSG00000116016.13	20	29	26	18	20	23
ARID3A!ENSG00000116017.10	2653	2436	2013	2237	2645	3023
SUMO1!ENSG00000116030.16	4035	3062	1990	3025	3208	3535
CD207!ENSG00000116031.8	0	0	0	0	0	0
GRIN3B!ENSG00000116032.5	38	28	22	34	31	31
VAX2!ENSG00000116035.2	0	1	0	0	0	0
ATP6V1B1!ENSG00000116039.11	0	1	0	0	0	0
NFE2L2!ENSG00000116044.15	5708	4883	3459	4631	5078	5449
MSH6!ENSG00000116062.14	23612	19118	13847	16232	18682	18249
PLEKHA3!ENSG00000116095.10	1373	1121	736	1215	1331	1273
SPR!ENSG00000116096.5	739	685	562	578	650	814
EPHA4!ENSG00000116106.11	84	54	37	90	77	82
PARD3B!ENSG00000116117.17	0	0	0	1	0	0
FARSB!ENSG00000116120.9	9698	7915	5935	7362	7985	8851
ALMS1!ENSG00000116127.17	2915	2341	2088	2090	2508	2027
BCL9!ENSG00000116128.9	3730	3659	3491	2574	2959	3194
PRRX1!ENSG00000116132.11	6	7	2	6	3	4
DHCR24!ENSG00000116133.11	21029	20649	16423	20498	24283	25535
DNAJC16!ENSG00000116138.12	1824	1321	1017	1392	1483	1415
MARK1!ENSG00000116141.15	0	0	1	0	0	1
TNR!ENSG00000116147.16	9	5	8	5	7	6
MORN1!ENSG00000116151.13	455	433	360	332	352	437
GPX7!ENSG00000116157.5	610	591	478	445	582	581
CACYBP!ENSG00000116161.17	6112	4637	3245	4436	5166	5460
SCP2!ENSG00000116171.16	2596	1868	1166	2080	2249	1988
TPSG1!ENSG00000116176.6	0	0	0	0	0	0
PAPPA2!ENSG00000116183.10	4	3	6	4	0	4
RALGPS2!ENSG00000116191.17	11147	8339	4971	8896	9485	8848
ANGPTL1!ENSG00000116194.12	11	7	11	10	6	8
CEP104!ENSG00000116198.12	5443	4333	3438	3780	4226	4535
FAM20B!ENSG00000116199.11	6077	4791	3278	5293	5699	5687
TCEANC2!ENSG00000116205.10	1697	1394	1066	1227	1347	1457
TMEM59!ENSG00000116209.11	5483	4299	2936	3729	4091	4094
LRRC42!ENSG00000116212.14	2263	1891	1241	1878	2097	2409
WRAP73!ENSG00000116213.15	1426	1282	895	1262	1416	1700
